site_code,reef_name,lat,long,zone,region,sector,situation,depth_morph,geomorph,Harris_site,report_site
GBR121,Linne Island,-20.68,149.18,Open,GBR,,,,,No,No
GBR139,Black Reef East,-19.83,149.48,Open,GBR,,,,,No,No
GBR140,Round Reef,-19.96,149.63,Open,GBR,,,,,No,No
GBR118,Goldsmith anchorage,-20.68,149.14,Open,GBR,,,,,No,No
GBR122,Pelican Island,-20.8,149.27,Open,GBR,,,,,No,No
GBR124,Halichoeres Heaven,-20.81,149.25,Open,GBR,,,,,No,No
GBR126,Connie Bay,-20.9,149.41,Open,GBR,,,,,No,No
GBR123,Brampton Island SW,-20.8,149.26,Open,GBR,,,,,No,No
GBR127,Keswick Passage,-20.92,149.42,Open,GBR,,,,,No,No
GBR128,Little Stevens anchorage,-20.56,150.03,Open,GBR,,,,,No,No
GBR130,Hydrographers Outer Reef,-20.26,150.49,Open,GBR,,,,,No,No
GBR125,Keswick NW,-20.9,149.4,Open,GBR,,,,,No,No
CS232,Paget Cay seaward lagoon,-19.26,152.35,Open,GBR,,,,,No,No
CS233,Marion Central bommie,-19.18,152.27,Open,GBR,,,,,No,No
GBR131,South Blue Pearl Bay,-20.05,148.88,Open,GBR,,,,,No,No
GBR133,Dolphin Point,-20.04,148.88,Open,GBR,,,,,No,No
CS234,Marion Centre Bommie Nth,-19.17,152.27,Open,GBR,,,,,No,No
GBR132,Blue Pearl Bay central,-20.04,148.88,Open,GBR,,,,,No,No
CS236,Coral Mountain,-17.37,151.54,Open,GBR,,,,,No,No
GBR134,Luncheon Bay,-20.07,148.95,Open,GBR,,,,,No,No
GBR135,Butterfly Bay East,-20.07,148.93,Open,GBR,,,,,No,No
GBR136,Mackerel Bay South,-20.09,148.95,Open,GBR,,,,,No,No
GBR120,Goldsmith SW,-20.69,149.14,Open,GBR,,,,,No,No
GBR137,Saba Bay North,-20.11,148.94,Open,GBR,,,,,No,No
GBR138,Saba Bay Northeast,-20.11,148.96,Open,GBR,,,,,No,No
GBR266,AIMS-21187S,-21.41,151.64,Open,GBR,,,,,No,No
GBR267,AIMS-21139S1,-21.46,151.47,Open,GBR,,,,,No,No
GBR268,AIMS-21139S3,-21.45,151.47,Open,GBR,,,,,No,No
CS237,Occy Elbow,-20.94,154.4,Open,GBR,,,,,No,No
CS238,North Kenn,-21.14,155.75,Open,GBR,,,,,No,No
CS239,North Kenn Maze,-21.13,155.74,Open,GBR,,,,,No,No
GBR141,Little Black Reef anchorage,-19.77,149.37,Open,GBR,,,,,No,No
GBR269,Birdseye Reef,-21.07,150.46,Open,GBR,,,,,No,No
GBR273,North Twin Cays,-21.21,151.98,Open,GBR,,,,,No,No
GBR274,Swains Halfway Reef,-21.21,152.24,Open,GBR,,,,,No,No
GBR275,Swains Halfway Reef Lagoon,-21.21,152.24,Open,GBR,,,,,No,No
GBR276,Epaulette Reef,-21.18,152.54,Open,GBR,,,,,No,No
GBR277,Elusive Reef Bommie,-21.12,152.77,Open,GBR,,,,,No,No
GBR278,Elusive Reef South West,-21.13,152.76,Open,GBR,,,,,No,No
GBR270,Dustys Haven,-21.43,151.58,Open,GBR,,,,,No,No
GBR271,Swains Lagoon,-21.41,151.64,Open,GBR,,,,,No,No
GBR272,Swains Gullet Bommie,-21.16,151.75,Open,GBR,,,,,No,No
GBR279,Pine Island2,-20.38,148.89,Open,GBR,,,,,No,No
CS240,Holmes South Bommie,-16.49,147.84,Open,GBR,,,,,No,No
CS241,NE Herald Deep Bommie,-16.92,149.19,Open,GBR,,,,,No,No
GBR280,Ella's Haven,-21.48,151.19,Open,GBR,,,,,No,No
CS242,Ashmore South Anchorage bommie,-10.44,144.45,Open,GBR,,,,,No,No
GBR281,Fitzroy Island Rubble Run,-16.93,145.99,Open,GBR,,,,,No,No
NC1,Abore Bomie Inside,-22.37,166.27,Open,GBR,,,,,No,No
NC7,Baie des Citrons,-22.3,166.44,Open,GBR,,,,,No,No
NC8,Ilot Shark entrance,-21.61,165.34,Open,GBR,,,,,No,No
NC3,Dumbea Passe Inner,-22.36,166.26,Open,GBR,,,,,No,No
NC2,Petite U,-22.02,165.92,Open,GBR,,,,,No,No
NC9,Fausse Passe Ile Vert,-21.69,165.46,Open,GBR,,,,,No,No
NC6,Rose Bomie,-22.34,166.24,Open,GBR,,,,,No,No
NC10,Aquarium Ile Vert,-21.69,165.46,Open,GBR,,,,,No,No
NC5,Fausse Passe,-22.33,166.22,Open,GBR,,,,,No,No
NC4,Dumbea Passe Inner Laberinth,-22.36,166.26,Open,GBR,,,,,No,No
CS255,Mistaken Bonus Bommie,-21.2,155.77,Open,GBR,,,,,No,No
CS247,Mellish mixed bag,-17.37,155.85,Open,GBR,,,,,No,No
CS250,Mellish aquarium,-17.35,155.85,Open,GBR,,,,,No,No
CS245,Coral Crunch,-17.14,151.94,Open,GBR,,,,,No,No
GBR284,Turtlelicious,-21.47,151.19,Open,GBR,,,,,No,No
CS244,Shark Face,-17.34,151.73,Open,GBR,,,,,No,No
CS252,Mellish far east,-17.38,155.88,Open,GBR,,,,,No,No
CS243,Lihou Paradise,-17.33,151.66,Open,GBR,,,,,No,No
GBR283,Swains Eastern Garden,-21.54,152.39,Open,GBR,,,,,No,No
CS246,East Diamond Big Bommie,-17.43,151.07,Open,GBR,,,,,No,No
CS254,Mellish Acropora Patch,-17.37,155.86,Open,GBR,,,,,No,No
CS253,Mellish Mellow Bommies,-17.38,155.87,Open,GBR,,,,,No,No
CS248,Mellish lagoon loops,-17.37,155.85,Open,GBR,,,,,No,No
